TITLE = "Output for Element 52  "  
VARIABLES = "X","Y","U1", "V1", "V2", "V", "Phi", "q", "S6", "S7", "S8", "S9", "S10"
ZONE N=  760, E= 1412, F=FEPOINT, ET=TRIANGLE
  0.1000E+01  0.1827E+01  0.1654E+01  0.1437E+01 -0.7985E-01  0.1440E+01  0.1654E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9000E+00  0.1827E+01  0.1508E+01  0.1485E+01 -0.8217E-01  0.1487E+01  0.1508E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8000E+00  0.1827E+01  0.1357E+01  0.1534E+01 -0.8273E-01  0.1536E+01  0.1357E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5000E+00  0.1827E+01  0.8756E+00  0.1674E+01 -0.7022E-01  0.1676E+01  0.8756E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1992E+00  0.1821E+01  0.3558E+00  0.1776E+01 -0.3370E-01  0.1777E+01  0.3365E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4000E+00  0.1827E+01  0.7062E+00  0.1714E+01 -0.6053E-01  0.1715E+01  0.7062E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3390E+00  0.1117E+01  0.7582E+00  0.2062E+01 -0.4979E+00  0.2122E+01  0.7672E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1829E+00  0.1180E+01  0.4030E+00  0.2152E+01 -0.2444E+00  0.2166E+01  0.3843E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5504E+00  0.1030E+01  0.1223E+01  0.1784E+01 -0.7397E+00  0.1932E+01  0.1222E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4469E+00  0.1079E+01  0.9964E+00  0.1939E+01 -0.6316E+00  0.2040E+01  0.9957E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7407E+00  0.9026E+00  0.1633E+01  0.1425E+01 -0.8645E+00  0.1668E+01  0.1632E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6487E+00  0.9708E+00  0.1436E+01  0.1610E+01 -0.8183E+00  0.1808E+01  0.1435E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9026E+00  0.7407E+00  0.1975E+01  0.1051E+01 -0.8561E+00  0.1358E+01  0.1974E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1300E+01  0.1827E+01  0.2066E+01  0.1308E+01 -0.6627E-01  0.1310E+01  0.2066E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1074E+01  0.1635E+00  0.2473E+01  0.2400E+00 -0.2884E+00  0.3871E+00  0.2477E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1250E+01  0.8660E-01  0.2547E+01  0.4344E+00 -0.1034E+00  0.4510E+00  0.2547E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1200E+01  0.1729E+00  0.2512E+01  0.3998E+00 -0.2210E+00  0.4618E+00  0.2513E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1147E+01  0.2385E+00  0.2473E+01  0.4077E+00 -0.3509E+00  0.5424E+00  0.2471E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3327E+01  0.1500E+01  0.4300E+01  0.1005E+01 -0.1819E-01  0.1005E+01  0.4300E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2950E+01  0.2598E+00  0.3955E+01  0.9771E+00 -0.1434E-01  0.9773E+00  0.3955E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2700E+01  0.1827E+01  0.3656E+01  0.1038E+01 -0.1218E-01  0.1038E+01  0.3656E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3327E+01  0.1600E+01  0.4298E+01  0.1006E+01 -0.1510E-01  0.1006E+01  0.4298E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.9500E+00  0.4226E+01  0.9994E+00 -0.2719E-01  0.9997E+00  0.4226E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1650E+01  0.2594E+00  0.2777E+01  0.7659E+00 -0.1191E+00  0.7754E+00  0.2777E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5500E+00  0.1740E+01  0.9669E+00  0.1660E+01 -0.1136E+00  0.1664E+01  0.9669E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1179E+01  0.4218E+00  0.2412E+01  0.6100E+00 -0.4757E+00  0.7757E+00  0.2409E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.1250E+01  0.4218E+01  0.1004E+01 -0.2496E-01  0.1004E+01  0.4218E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.6500E+00  0.4234E+01  0.9946E+00 -0.2348E-01  0.9949E+00  0.4234E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3327E+01  0.5000E+00  0.4323E+01  0.9951E+00 -0.1863E-01  0.9952E+00  0.4323E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3243E+01  0.2607E+00  0.4244E+01  0.9904E+00 -0.1093E-01  0.9904E+00  0.4242E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3150E+01  0.2598E+00  0.4152E+01  0.9865E+00 -0.1176E-01  0.9866E+00  0.4151E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.7500E+00  0.4232E+01  0.9961E+00 -0.2535E-01  0.9964E+00  0.4232E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.1350E+01  0.4216E+01  0.1006E+01 -0.2297E-01  0.1006E+01  0.4216E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2350E+01  0.2598E+00  0.3381E+01  0.9292E+00 -0.3397E-01  0.9298E+00  0.3381E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1950E+01  0.1740E+01  0.2853E+01  0.1122E+01 -0.4854E-01  0.1123E+01  0.2853E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1750E+01  0.2595E+00  0.2855E+01  0.8032E+00 -0.9802E-01  0.8094E+00  0.2855E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1131E+01  0.5352E+00  0.2322E+01  0.7161E+00 -0.5765E+00  0.9211E+00  0.2320E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1550E+01  0.1740E+01  0.2387E+01  0.1216E+01 -0.7819E-01  0.1219E+01  0.2387E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1074E+01  0.6435E+00  0.2209E+01  0.8476E+00 -0.6588E+00  0.1075E+01  0.2208E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1050E+01  0.1741E+01  0.1734E+01  0.1410E+01 -0.1183E+00  0.1415E+01  0.1734E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1730E+00  0.1500E+01  0.3295E+00  0.1887E+01 -0.1010E+00  0.1890E+01  0.3295E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2634E+00  0.1247E+01  0.5528E+00  0.2029E+01 -0.2910E+00  0.2050E+01  0.5421E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2449E+00  0.1149E+01  0.5467E+00  0.2143E+01 -0.3656E+00  0.2175E+01  0.5621E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4217E+00  0.1179E+01  0.8929E+00  0.1910E+01 -0.4822E+00  0.1970E+01  0.9083E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5352E+00  0.1131E+01  0.1129E+01  0.1792E+01 -0.5851E+00  0.1887E+01  0.1128E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7455E+00  0.1005E+01  0.1559E+01  0.1487E+01 -0.7222E+00  0.1655E+01  0.1558E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2050E+01  0.2597E+00  0.3109E+01  0.8821E+00 -0.5652E-01  0.8840E+00  0.3109E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2800E+01  0.1827E+01  0.3759E+01  0.1032E+01 -0.1079E-01  0.1032E+01  0.3759E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2500E+01  0.1827E+01  0.3447E+01  0.1054E+01 -0.1577E-01  0.1054E+01  0.3447E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2900E+01  0.1827E+01  0.3862E+01  0.1026E+01 -0.9628E-02  0.1026E+01  0.3862E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3239E+01  0.1743E+01  0.4208E+01  0.1010E+01 -0.1031E-01  0.1010E+01  0.4211E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3100E+01  0.1827E+01  0.4066E+01  0.1016E+01 -0.7892E-02  0.1016E+01  0.4066E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1650E+01  0.1740E+01  0.2507E+01  0.1188E+01 -0.6997E-01  0.1190E+01  0.2507E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1731E+00  0.1600E+01  0.3212E+00  0.1837E+01 -0.7793E-01  0.1839E+01  0.3303E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2589E+00  0.1350E+01  0.5177E+00  0.1946E+01 -0.2211E+00  0.1959E+01  0.5190E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.8500E+00  0.4229E+01  0.9977E+00 -0.2660E-01  0.9981E+00  0.4229E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1550E+01  0.2593E+00  0.2702E+01  0.7209E+00 -0.1456E+00  0.7360E+00  0.2702E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1400E+01  0.1730E+00  0.2615E+01  0.6022E+00 -0.1392E+00  0.6194E+00  0.2615E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2250E+01  0.1740E+01  0.3183E+01  0.1077E+01 -0.3267E-01  0.1078E+01  0.3183E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2600E+01  0.1827E+01  0.3552E+01  0.1045E+01 -0.1383E-01  0.1045E+01  0.3552E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3327E+01  0.4000E+00  0.4325E+01  0.9941E+00 -0.1567E-01  0.9943E+00  0.4320E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3050E+01  0.2598E+00  0.4053E+01  0.9821E+00 -0.1287E-01  0.9821E+00  0.4053E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2850E+01  0.2598E+00  0.3858E+01  0.9716E+00 -0.1620E-01  0.9718E+00  0.3858E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2750E+01  0.2598E+00  0.3761E+01  0.9654E+00 -0.1850E-01  0.9656E+00  0.3761E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2650E+01  0.2598E+00  0.3665E+01  0.9582E+00 -0.2133E-01  0.9585E+00  0.3665E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2550E+01  0.2598E+00  0.3569E+01  0.9500E+00 -0.2476E-01  0.9503E+00  0.3569E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3000E+01  0.1827E+01  0.3965E+01  0.1021E+01 -0.8664E-02  0.1021E+01  0.3965E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2450E+01  0.2598E+00  0.3475E+01  0.9404E+00 -0.2892E-01  0.9408E+00  0.3475E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.1150E+01  0.4221E+01  0.1003E+01 -0.2635E-01  0.1003E+01  0.4221E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.1050E+01  0.4224E+01  0.1001E+01 -0.2710E-01  0.1001E+01  0.4224E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2350E+01  0.1740E+01  0.3290E+01  0.1066E+01 -0.2856E-01  0.1066E+01  0.3290E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2150E+01  0.2597E+00  0.3198E+01  0.9005E+00 -0.4749E-01  0.9018E+00  0.3198E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2250E+01  0.2598E+00  0.3289E+01  0.9160E+00 -0.4007E-01  0.9169E+00  0.3289E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2050E+01  0.1740E+01  0.2965E+01  0.1105E+01 -0.4263E-01  0.1106E+01  0.2965E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2150E+01  0.1740E+01  0.3074E+01  0.1090E+01 -0.3735E-01  0.1091E+01  0.3074E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1950E+01  0.2597E+00  0.3022E+01  0.8603E+00 -0.6757E-01  0.8631E+00  0.3022E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1850E+01  0.2596E+00  0.2937E+01  0.8343E+00 -0.8117E-01  0.8384E+00  0.2937E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1850E+01  0.1740E+01  0.2740E+01  0.1141E+01 -0.5508E-01  0.1143E+01  0.2740E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1750E+01  0.1740E+01  0.2625E+01  0.1163E+01 -0.6224E-01  0.1165E+01  0.2625E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1450E+01  0.1740E+01  0.2264E+01  0.1248E+01 -0.8673E-01  0.1251E+01  0.2264E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9273E+00  0.8404E+00  0.1923E+01  0.1156E+01 -0.7470E+00  0.1378E+01  0.1921E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1150E+01  0.1740E+01  0.1873E+01  0.1364E+01 -0.1116E+00  0.1369E+01  0.1873E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6434E+00  0.1073E+01  0.1352E+01  0.1646E+01 -0.6670E+00  0.1777E+01  0.1350E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7500E+00  0.1741E+01  0.1289E+01  0.1560E+01 -0.1255E+00  0.1565E+01  0.1289E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4500E+00  0.1740E+01  0.7986E+00  0.1705E+01 -0.1012E+00  0.1708E+01  0.7986E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2627E+00  0.1740E+01  0.4724E+00  0.1773E+01 -0.6569E-01  0.1774E+01  0.4758E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3500E+00  0.1740E+01  0.6261E+00  0.1744E+01 -0.8513E-01  0.1746E+01  0.6299E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6500E+00  0.1740E+01  0.1130E+01  0.1611E+01 -0.1216E+00  0.1616E+01  0.1130E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8404E+00  0.9273E+00  0.1750E+01  0.1322E+01 -0.7491E+00  0.1521E+01  0.1748E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.9500E+00  0.1741E+01  0.1591E+01  0.1458E+01 -0.1232E+00  0.1464E+01  0.1591E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.8500E+00  0.1741E+01  0.1442E+01  0.1509E+01 -0.1258E+00  0.1514E+01  0.1442E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1005E+01  0.7455E+00  0.2076E+01  0.9959E+00 -0.7164E+00  0.1228E+01  0.2074E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1350E+01  0.1740E+01  0.2137E+01  0.1283E+01 -0.9538E-01  0.1287E+01  0.2137E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1250E+01  0.1740E+01  0.2007E+01  0.1322E+01 -0.1038E+00  0.1326E+01  0.2007E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1300E+01  0.1729E+00  0.2559E+01  0.5186E+00 -0.1757E+00  0.5499E+00  0.2559E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1800E+01  0.3459E+00  0.2887E+01  0.8360E+00 -0.1145E+00  0.8439E+00  0.2887E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1216E+01  0.3214E+00  0.2476E+01  0.5418E+00 -0.3733E+00  0.6601E+00  0.2471E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1400E+01  0.1654E+01  0.2210E+01  0.1256E+01 -0.1214E+00  0.1262E+01  0.2210E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3296E+00  0.1217E+01  0.6964E+00  0.1988E+01 -0.3853E+00  0.2026E+01  0.7137E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5113E+00  0.1234E+01  0.1033E+01  0.1784E+01 -0.4552E+00  0.1842E+01  0.1051E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1000E+01  0.1654E+01  0.1675E+01  0.1429E+01 -0.1636E+00  0.1438E+01  0.1675E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1070E+01  0.6487E-01  0.2494E+01  0.1592E+00 -0.1345E+00  0.2200E+00  0.2493E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2850E+01  0.1740E+01  0.3812E+01  0.1027E+01 -0.1506E-01  0.1027E+01  0.3812E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.1200E+01  0.4133E+01  0.1005E+01 -0.2731E-01  0.1005E+01  0.4133E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1600E+01  0.1654E+01  0.2455E+01  0.1194E+01 -0.9820E-01  0.1198E+01  0.2455E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.7000E+00  0.4147E+01  0.9936E+00 -0.2601E-01  0.9940E+00  0.4147E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1700E+01  0.3457E+00  0.2805E+01  0.8059E+00 -0.1382E+00  0.8180E+00  0.2805E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3100E+01  0.3464E+00  0.4101E+01  0.9854E+00 -0.1600E-01  0.9855E+00  0.4100E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3196E+01  0.3468E+00  0.4196E+01  0.9899E+00 -0.1475E-01  0.9900E+00  0.4211E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2594E+00  0.1550E+01  0.4845E+00  0.1835E+01 -0.1317E+00  0.1840E+01  0.4948E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3067E+00  0.1654E+01  0.5580E+00  0.1788E+01 -0.1018E+00  0.1791E+01  0.5290E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.4001E+00  0.1654E+01  0.7225E+00  0.1742E+01 -0.1297E+00  0.1747E+01  0.7254E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1500E+01  0.1654E+01  0.2334E+01  0.1223E+01 -0.1096E+00  0.1228E+01  0.2334E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.6296E+00  0.1178E+01  0.1266E+01  0.1670E+01 -0.5376E+00  0.1755E+01  0.1265E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1100E+01  0.1654E+01  0.1816E+01  0.1380E+01 -0.1551E+00  0.1389E+01  0.1816E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.1450E+01  0.4214E+01  0.1007E+01 -0.2043E-01  0.1007E+01  0.4214E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3050E+01  0.1740E+01  0.4016E+01  0.1017E+01 -0.1221E-01  0.1017E+01  0.4018E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.1100E+01  0.4135E+01  0.1002E+01 -0.2846E-01  0.1003E+01  0.4135E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2450E+01  0.1740E+01  0.3396E+01  0.1056E+01 -0.2497E-01  0.1056E+01  0.3396E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.5500E+00  0.4236E+01  0.9933E+00 -0.2102E-01  0.9935E+00  0.4237E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2800E+01  0.3464E+00  0.3808E+01  0.9709E+00 -0.2249E-01  0.9712E+00  0.3808E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3240E+01  0.1550E+01  0.4212E+01  0.1008E+01 -0.1740E-01  0.1008E+01  0.4214E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3154E+01  0.1300E+01  0.4130E+01  0.1007E+01 -0.2549E-01  0.1007E+01  0.4130E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1234E+01  0.5114E+00  0.2408E+01  0.7279E+00 -0.4604E+00  0.8626E+00  0.2403E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.1178E+01  0.6297E+00  0.2305E+01  0.8301E+00 -0.5380E+00  0.9903E+00  0.2303E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.5001E+00  0.1654E+01  0.8945E+00  0.1696E+01 -0.1489E+00  0.1702E+01  0.8945E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.7419E+00  0.1110E+01  0.1485E+01  0.1533E+01 -0.5982E+00  0.1647E+01  0.1483E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2100E+01  0.1654E+01  0.3024E+01  0.1092E+01 -0.5250E-01  0.1093E+01  0.3024E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2000E+01  0.3461E+00  0.3059E+01  0.8826E+00 -0.7967E-01  0.8862E+00  0.3059E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.2750E+01  0.1740E+01  0.3709E+01  0.1033E+01 -0.1695E-01  0.1033E+01  0.3709E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  0.3243E+01  0.1647E+01  0.4213E+01  0.1009E+01 -0.1416E-01  0.1009E+01  0.4200E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
